Title,Authors
Using the Closed-Head Impact Model of Engineered Rotational Acceleration to Study Co-occurring Traumatic Brain and Spinal Cord Injury,"['Peter Cripton', 'Wolfram Tetzlaff']"
CHARACTERIZING A MURINE MODEL TO DIAGNOSE AND STUDY CONCOMITANT SPINAL CORD AND BRAIN INJURIES: DO CO-OCCURRING INJURIES AFFECT DEFICITS?,"['Peter Cripton', 'Wolfram Tetzlaff']"
Protective effect of ketogenic diet on neuropathology and behavior after repetitive mild traumatic brain injury using CHIMERA in juvenile mice,"['Peter Cripton', 'Wolfram Tetzlaff']"
Radiography used to measure internal spinal cord deformation in an in vivo rat model,"['Peter Cripton', 'Wolfram Tetzlaff']"
Technique for Quantitative Analysis of Cervical Myelopathy using Magnetic Resonance Imaging: Poster# 39,"['Peter Cripton', 'Wolfram Tetzlaff']"
"Seventh Annual Meeting, Mont Tremblant Ski Resort, Mont Tremblant, Quebec, Wednesday, March 21 to Saturday March 24, 2007Access to spinal care: a tale of 2 citiesDoes the …","['Peter Cripton', 'Wolfram Tetzlaff']"
High Speed Radiography Can Be Used to Measure Dynamic Spinal Cord Deformation in an in vivo Rodent Model,"['Peter Cripton', 'Wolfram Tetzlaff']"
Local self-renewal can sustain CNS microglia maintenance and function throughout adult life,"['Wolfram Tetzlaff', 'Fabio MV Rossi']"
Peripheral olfactory ensheathing cells reduce scar and cavity formation and promote regeneration after spinal cord injury,"['Wolfram Tetzlaff', 'A. Jane Roskams']"
Lamina propria and olfactory bulb ensheathing cells exhibit differential integration and migration and promote differential axon sprouting in the lesioned spinal cord,"['Wolfram Tetzlaff', 'A. Jane Roskams']"
SPARC from olfactory ensheathing cells stimulates Schwann cells to promote neurite outgrowth and enhances spinal cord repair,"['Wolfram Tetzlaff', 'A. Jane Roskams']"
Peripherally–derived olfactory ensheathing cells do not promote primary afferent regeneration following dorsal root injury,"['Wolfram Tetzlaff', 'A. Jane Roskams']"
Undesired effects of a combinatorial treatment for spinal cord injury–transplantation of olfactory ensheathing cells and BDNF infusion to the red nucleus,"['Wolfram Tetzlaff', 'A. Jane Roskams']"
Directing stem cells and progenitor cells on the stage of spinal cord injury.,"['Wolfram Tetzlaff', 'A. Jane Roskams']"
Adult spinal cord radial glia display a unique progenitor phenotype,"['Wolfram Tetzlaff', 'A. Jane Roskams']"
Combination of olfactory ensheathing cells with local versus systemic cAMP treatment after a cervical rubrospinal tract injury,"['Wolfram Tetzlaff', 'A. Jane Roskams']"
"The Safety and Feasibility of Mediterranean-Ketogenic Dietary Interventions on Gut Health in Parkinson’s Disease: A Protocol for an Open-label, Randomized, Crossover Design …","['Wolfram Tetzlaff', 'Silke Appel-Cresswell']"
Olfactory ensheathing cell-produced SPARC modulates Schwann cell activation to promote neurite outgrowth and spinal cord repair,"['Wolfram Tetzlaff', 'A. Jane Roskams']"
"Selective roles for hippocampal, prefrontal cortical, and ventral striatal circuits in radial-arm maze tasks with or without a delay","['Anthony Phillips', 'Jeremy K Seamans']"
D1 receptor modulation of hippocampal–prefrontal cortical circuits integrating spatial memory with executive functions in the rat,"['Anthony Phillips', 'Jeremy K Seamans']"
Functional differences between the prelimbic and anterior cingulate regions of the rat prefrontal cortex.,"['Anthony Phillips', 'Jeremy K Seamans']"
Nucleus accumbens long-term depression and the expression of behavioral sensitization,"['Anthony Phillips', 'Yu Tian Wang']"
Hippocampal long-term depression is required for the consolidation of spatial memory,"['Anthony Phillips', 'Yu Tian Wang']"
Hippocampal long-term depression mediates acute stress-induced spatial memory retrieval impairment,"['Anthony Phillips', 'Yu Tian Wang']"
Antidepressant effects of ketamine and the roles of AMPA glutamate receptors and other mechanisms beyond NMDA receptor antagonism,"['Anthony Phillips', 'Yu Tian Wang']"
Selective memory impairments produced by transient lidocaine-induced lesions of the nucleus accumbens in rats.,"['Anthony Phillips', 'Jeremy K Seamans']"
"Disruption of AMPA receptor endocytosis impairs the extinction, but not acquisition of learned fear","['Anthony Phillips', 'Yu Tian Wang']"
NMDA GluN2A and GluN2B receptors play separate roles in the induction of LTP and LTD in the amygdala and in the acquisition and extinction of conditioned fear,"['Anthony Phillips', 'Yu Tian Wang']"
Differential effects of lidocaine infusions into the ventral CA1/subiculum or the nucleus accumbens on the acquisition and retention of spatial information,"['Anthony Phillips', 'Jeremy K Seamans']"
A selective role for dopamine in the nucleus accumbens of the rat in random foraging but not delayed spatial win-shift-based foraging,"['Anthony Phillips', 'Jeremy K Seamans']"
Evaluation of the Wistar-Kyoto rat model of depression and the role of synaptic plasticity in depression and antidepressant response,"['Anthony Phillips', 'Yu Tian Wang']"
Tolcapone enhances food-evoked dopamine efflux and executive memory processes mediated by the rat prefrontal cortex,"['Anthony Phillips', 'Jeremy K Seamans']"
A quantitative analysis of context-dependent remapping of medial frontal cortex neurons and ensembles,"['Anthony Phillips', 'Jeremy K Seamans']"
Tracking progress toward a goal in corticostriatal ensembles,"['Anthony Phillips', 'Jeremy K Seamans']"
Amphetamine exerts dose-dependent changes in prefrontal cortex attractor dynamics during working memory,"['Anthony Phillips', 'Jeremy K Seamans']"
"Ketamine and its metabolite,(2R, 6R)-HNK, restore hippocampal LTP and long-term spatial memory in the Wistar-Kyoto rat model of depression","['Anthony Phillips', 'Yu Tian Wang']"
Processing efficiency of a verbal working memory system is modulated by amphetamine: an fMRI investigation,"['Anthony Phillips', 'Todd S. Woodward']"
Temporal dynamics of hippocampal and medial prefrontal cortex interactions during the delay period of a working memory-guided foraging task,"['Anthony Phillips', 'Jeremy K Seamans']"
Methods for modulating neuronal responses,"['Anthony Phillips', 'Yu Tian Wang']"
Prior exposure to salient win-paired cues in a rat gambling task increases sensitivity to cocaine self-administration and suppresses dopamine efflux in nucleus accumbens …,"['Anthony Phillips', 'Catharine A. Winstanley']"
Differences in the emergent coding properties of cortical and striatal ensembles,"['Anthony Phillips', 'Jeremy K Seamans']"
Hydroxynorketamine: implications for the NMDA receptor hypothesis of ketamine’s antidepressant action,"['Anthony Phillips', 'Yu Tian Wang']"
LTD is involved in the formation and maintenance of rat hippocampal CA1 place-cell fields,"['Anthony Phillips', 'Yu Tian Wang', 'Jeremy K Seamans']"
Block of voltage-gated calcium channels stimulates dopamine efflux in rat mesocorticolimbic system,"['Anthony Phillips', 'Snutch']"
Activation of the ventral subiculum reinvigorates behavior after failure to achieve a goal: Implications for dopaminergic modulation of motivational processes,"['Anthony Phillips', 'Jeremy K Seamans']"
"Heantos-4, a natural plant extract used in the treatment of drug addiction, modulates T-type calcium channels and thalamocortical burst-firing","['Anthony Phillips', 'Snutch']"
"Optogenetic modulation of glutamatergic afferents from the ventral subiculum to the nucleus accumbens: effects on dopamine function, response vigor and locomotor activity","['Anthony Phillips', 'Jeremy K Seamans']"
Morphine Withdrawal-Induced Hyperalgesia in Models of Acute and Extended Withdrawal Is Attenuated by l-Tetrahydropalmatine,"['Anthony Phillips', 'Snutch']"
Irrational choice under uncertainty correlates with lower striatal D2/3 receptor binding in rats,"['Catharine A. Winstanley', 'Vesna Sossi']"
"Search, goals and the brain","['Catharine A. Winstanley', 'Jeremy K Seamans']"
A Monte Carlo approach for improving transient dopamine release detection sensitivity,"['Catharine A. Winstanley', 'Vesna Sossi']"
Irrational Choice Under Risk Correlates with Lower Striatal D2/3 Receptor Binding in Rats,"['Catharine A. Winstanley', 'Vesna Sossi']"
Disruption of the endocytic protein HIP1 results in neurological deficits and decreased AMPA receptor trafficking,"['Yu Tian Wang', 'Lynn A Raymond']"
P38 MAPK is involved in enhanced NMDA receptor-dependent excitotoxicity in YAC transgenic mouse model of Huntington disease,"['Yu Tian Wang', 'Lynn A Raymond']"
Mitigation of augmented extrasynaptic NMDAR signaling and apoptosis in cortico-striatal co-cultures from Huntington's disease mice,"['Yu Tian Wang', 'Lynn A Raymond']"
Essential role of SBP-1 activation in oxygen deprivation induced lipid accumulation and increase in body width/length ratio in Caenorhabditis elegans,"['Yu Tian Wang', 'Rankin Catharine H']"
Action and outcome activity state patterns in the anterior cingulate cortex,"['Jeremy K Seamans', 'Todd S. Woodward']"
Share Link,"['Snutch', 'Rankin Catharine H']"
Synaptic dysfunction in progranulin-deficient mice,"['Ian Mackenzie', 'Lynn A Raymond']"
FDG-PET in presymptomatic C9orf72 mutation carriers,"['Ian Mackenzie', 'Vesna Sossi']"
S1‐02‐03: Generation and characterization of a mouse model of progranulin deficiency,"['Ian Mackenzie', 'Lynn A Raymond']"
Endocannabinoid-specific impairment in synaptic plasticity in striatum of Huntington's disease mouse model,"['Lynn A Raymond', 'Jeffrey LeDue']"
"Endocannabinoid-Specific Impairment in Synaptic Plasticity in Striatum of Huntington's Disease Mouse Model (vol 38, pg 544, 2018)","['Lynn A Raymond', 'Jeffrey LeDue']"
Critical Period for Stimulation During Development,"['Rankin Catharine H', 'Liisa Galea']"
Front2back: Single view 3d shape reconstruction via front to back prediction,"['Leonid Sigal', 'Helge Rhodin']"
SemiPFL: Personalized Semi-Supervised Federated Learning Framework for Edge Intelligence,"['Z. Jane Wang', 'Peyman Servati']"
TriPose: A Weakly-Supervised 3D Human Pose Estimation via Triangulation from Video,"['Z. Jane Wang', 'Helge Rhodin']"
Sex differences in predictors and regional patterns of brain age gap estimates,"['Liisa Galea', 'Sophia Frangou']"
25th annual computational neuroscience meeting: CNS-2016,"['Sophia Frangou', 'Eric Shea-Brown']"
A Journal Devoted to Funconal Neuroanatomy and Neuroimaging,"['Sophia Frangou', 'Anthony Randal McIntosh']"
A Journal Devoted to Funcঞonal Neuroanatomy and Neuroimaging,"['Sophia Frangou', 'Anthony Randal McIntosh']"
A Journal Devoted to Functional Neuroanatomy and Neuroimaging,"['Sophia Frangou', 'Anthony Randal McIntosh']"
Functional neuroimaging in Parkinson's disease,"['Silke Appel-Cresswell', 'Vesna Sossi']"
The Neurosurgical Treatment of Spasmodic Dysphonia: Interim Results of DEBUSSY.,"['Silke Appel-Cresswell', 'Vesna Sossi']"
Characterizing PET images using 3D spatial information: Intervention-induced raclopride binding changes,"['Silke Appel-Cresswell', 'Vesna Sossi']"
Pannexin 1 regulates network ensembles and dendritic spine development in cortical neurons,"['Leigh Anne Swayne', 'Craig E. Brown']"
Computational neuroscience: Mathematical and statistical perspectives,"['Adrienne Fairhall', 'Eric Shea-Brown']"
Constructing precisely computing networks with biophysical spiking neurons,"['Adrienne Fairhall', 'Eric Shea-Brown']"
Information theoretic approaches to understanding circuit function,"['Adrienne Fairhall', 'Eric Shea-Brown']"
"Emerging neuroimaging technologies: Towards future personalized diagnostics, prognosis, targeted intervention and ethical challenges","['Todd S. Woodward', 'Vesna Sossi']"
A multi-vertebrae CT to US registration of the lumbar spine in clinical data,"['Ilker Hacihaliloglu', 'Purang Abolmaesumi']"
Bone enhancement in ultrasound using local spectrum variations for guiding percutaneous scaphoid fracture fixation procedures,"['Ilker Hacihaliloglu', 'Purang Abolmaesumi']"
Non-iterative partial view 3D ultrasound to CT registration in ultrasound-guided computer-assisted orthopedic surgery,"['Ilker Hacihaliloglu', 'Purang Abolmaesumi']"
Statistical shape model to 3D ultrasound registration for spine interventions using enhanced local phase features,"['Ilker Hacihaliloglu', 'Purang Abolmaesumi']"
CT to US registration of the lumbar spine: a clinical feasibility study,"['Ilker Hacihaliloglu', 'Purang Abolmaesumi']"
Interventional imaging: Ultrasound,"['Ilker Hacihaliloglu', 'Purang Abolmaesumi']"
A global CT to US registration of the lumbar spine,"['Ilker Hacihaliloglu', 'Purang Abolmaesumi']"
Non-iterative multi-modal partial view to full view image registration using local phase-based image projections,"['Ilker Hacihaliloglu', 'Purang Abolmaesumi']"
FEASIBILITY OF STATISTICAL MODEL REGISTRATION TO ULTRASOUND FOR GUIDANCE IN SCAPHOID FRACTURE FIXATION,"['Ilker Hacihaliloglu', 'Purang Abolmaesumi']"
ENHANCEMENT OF SPINE BONE SURFACES FROM ULTRASOUND DATA USING IMPROVED LOCAL PHASE TENSOR FILTER,"['Ilker Hacihaliloglu', 'Purang Abolmaesumi']"
Scaphoid fracture fixation: localization of bones through statistical model to ultrasound registration,"['Ilker Hacihaliloglu', 'Purang Abolmaesumi']"
