Title|Authors
A quantitative analysis of context-dependent remapping of medial frontal cortex neurons and ensembles|['Anthony Phillips', 'Jeremy Seamans']
Tracking progress toward a goal in corticostriatal ensembles|['Anthony Phillips', 'Jeremy Seamans']
Amphetamine exerts dose-dependent changes in prefrontal cortex attractor dynamics during working memory|['Anthony Phillips', 'Jeremy Seamans']
Ketamine and its metabolite,(2R, 6R)-HNK, restore hippocampal LTP and long-term spatial memory in the Wistar-Kyoto rat model of depression|['Anthony Phillips', 'Yu Tian Wang']
Processing efficiency of a verbal working memory system is modulated by amphetamine: an fMRI investigation|['Anthony Phillips', 'Todd Woodward']
Temporal dynamics of hippocampal and medial prefrontal cortex interactions during the delay period of a working memory-guided foraging task|['Anthony Phillips', 'Jeremy Seamans']
Methods for modulating neuronal responses|['Anthony Phillips', 'Yu Tian Wang']
Prior exposure to salient win-paired cues in a rat gambling task increases sensitivity to cocaine self-administration and suppresses dopamine efflux in nucleus accumbens …|['Anthony Phillips', 'Catharine Winstanley']
Differences in the emergent coding properties of cortical and striatal ensembles|['Anthony Phillips', 'Jeremy Seamans']
Hydroxynorketamine: implications for the NMDA receptor hypothesis of ketamine’s antidepressant action|['Anthony Phillips', 'Yu Tian Wang']
LTD is involved in the formation and maintenance of rat hippocampal CA1 place-cell fields|['Anthony Phillips', 'Yu Tian Wang', 'Jeremy Seamans']
Block of voltage-gated calcium channels stimulates dopamine efflux in rat mesocorticolimbic system|['Anthony Phillips', 'Terry Snutch']
Activation of the ventral subiculum reinvigorates behavior after failure to achieve a goal: Implications for dopaminergic modulation of motivational processes|['Anthony Phillips', 'Jeremy Seamans']
Optogenetic modulation of glutamatergic afferents from the ventral subiculum to the nucleus accumbens: effects on dopamine function, response vigor and locomotor activity|['Anthony Phillips', 'Jeremy Seamans']
Heantos-4, a natural plant extract used in the treatment of drug addiction, modulates T-type calcium channels and thalamocortical burst-firing|['Anthony Phillips', 'Terry Snutch']
Morphine Withdrawal-Induced Hyperalgesia in Models of Acute and Extended Withdrawal Is Attenuated by l-Tetrahydropalmatine|['Anthony Phillips', 'Terry Snutch']
Differential patterns of basal and naloxone‐evoked dopamine efflux in the rat dorsal and ventral striatum following prolonged‐intermittent exposure to morphine|['Anthony Phillips', 'Jeremy Seamans']
Irrational choice under uncertainty correlates with lower striatal D2/3 receptor binding in rats|['Catharine Winstanley', 'Vesna Sossi']
Search, goals and the brain|['Catharine Winstanley', 'Jeremy Seamans']
A Monte Carlo approach for improving transient dopamine release detection sensitivity|['Catharine Winstanley', 'Vesna Sossi']
Irrational Choice Under Risk Correlates with Lower Striatal D2/3 Receptor Binding in Rats|['Catharine Winstanley', 'Vesna Sossi']
Disruption of the endocytic protein HIP1 results in neurological deficits and decreased AMPA receptor trafficking|['Yu Tian Wang', 'Lynn Raymond']
P38 MAPK is involved in enhanced NMDA receptor-dependent excitotoxicity in YAC transgenic mouse model of Huntington disease|['Yu Tian Wang', 'Lynn Raymond']
Mitigation of augmented extrasynaptic NMDAR signaling and apoptosis in cortico-striatal co-cultures from Huntington's disease mice|['Yu Tian Wang', 'Lynn Raymond']
Essential role of SBP-1 activation in oxygen deprivation induced lipid accumulation and increase in body width/length ratio in Caenorhabditis elegans|['Yu Tian Wang', 'Catharine Rankin']
Action and outcome activity state patterns in the anterior cingulate cortex|['Jeremy Seamans', 'Todd Woodward']
Share Link|['Terry Snutch', 'Catharine Rankin']
Synaptic dysfunction in progranulin-deficient mice|['Ian Mackenzie', 'Lynn Raymond']
FDG-PET in presymptomatic C9orf72 mutation carriers|['Ian Mackenzie', 'Vesna Sossi']
S1‐02‐03: Generation and characterization of a mouse model of progranulin deficiency|['Ian Mackenzie', 'Lynn Raymond']
Endocannabinoid-specific impairment in synaptic plasticity in striatum of Huntington's disease mouse model|['Lynn Raymond', 'Jeffrey LeDue']
Endocannabinoid-Specific Impairment in Synaptic Plasticity in Striatum of Huntington's Disease Mouse Model (vol 38, pg 544, 2018)|['Lynn Raymond', 'Jeffrey LeDue']
Critical Period for Stimulation During Development|['Catharine Rankin', 'Liisa Galea']
Front2back: Single view 3d shape reconstruction via front to back prediction|['Leonid Sigal', 'Helge Rhodin']
TriPose: A Weakly-Supervised 3D Human Pose Estimation via Triangulation from Video|['Z. Jane Wang', 'Helge Rhodin']
SemiPFL: Personalized Semi-Supervised Federated Learning Framework for Edge Intelligence|['Z. Jane Wang', 'Peyman Servati']
Sex differences in predictors and regional patterns of brain age gap estimates|['Liisa Galea', 'Sophia Frangou']
25th annual computational neuroscience meeting: CNS-2016|['Sophia Frangou', 'Eric Shea-Brown']
A Journal Devoted to Functional Neuroanatomy and Neuroimaging|['Sophia Frangou', 'Randy Mcintosh']
A Journal Devoted to Funconal Neuroanatomy and Neuroimaging|['Sophia Frangou', 'Randy Mcintosh']
A Journal Devoted to Funcঞonal Neuroanatomy and Neuroimaging|['Sophia Frangou', 'Randy Mcintosh']
Functional neuroimaging in Parkinson's disease|['Silke Cresswell', 'Vesna Sossi']
The Neurosurgical Treatment of Spasmodic Dysphonia: Interim Results of DEBUSSY.|['Silke Cresswell', 'Vesna Sossi']
Characterizing PET images using 3D spatial information: Intervention-induced raclopride binding changes|['Silke Cresswell', 'Vesna Sossi']
Pannexin 1 regulates network ensembles and dendritic spine development in cortical neurons|['Leigh Anne Swayne', 'Craig E. Brown']
Computational neuroscience: Mathematical and statistical perspectives|['Adrienne Fairhall', 'Eric Shea-Brown']
Constructing precisely computing networks with biophysical spiking neurons|['Adrienne Fairhall', 'Eric Shea-Brown']
Information theoretic approaches to understanding circuit function|['Adrienne Fairhall', 'Eric Shea-Brown']
Emerging neuroimaging technologies: Towards future personalized diagnostics, prognosis, targeted intervention and ethical challenges|['Todd Woodward', 'Vesna Sossi']
A multi-vertebrae CT to US registration of the lumbar spine in clinical data|['Ilker Hacihaliloglu', 'Purang Abolmaesumi']
Bone enhancement in ultrasound using local spectrum variations for guiding percutaneous scaphoid fracture fixation procedures|['Ilker Hacihaliloglu', 'Purang Abolmaesumi']
Non-iterative partial view 3D ultrasound to CT registration in ultrasound-guided computer-assisted orthopedic surgery|['Ilker Hacihaliloglu', 'Purang Abolmaesumi']
Statistical shape model to 3D ultrasound registration for spine interventions using enhanced local phase features|['Ilker Hacihaliloglu', 'Purang Abolmaesumi']
CT to US registration of the lumbar spine: a clinical feasibility study|['Ilker Hacihaliloglu', 'Purang Abolmaesumi']
Interventional imaging: Ultrasound|['Ilker Hacihaliloglu', 'Purang Abolmaesumi']
A global CT to US registration of the lumbar spine|['Ilker Hacihaliloglu', 'Purang Abolmaesumi']
Non-iterative multi-modal partial view to full view image registration using local phase-based image projections|['Ilker Hacihaliloglu', 'Purang Abolmaesumi']
FEASIBILITY OF STATISTICAL MODEL REGISTRATION TO ULTRASOUND FOR GUIDANCE IN SCAPHOID FRACTURE FIXATION|['Ilker Hacihaliloglu', 'Purang Abolmaesumi']
ENHANCEMENT OF SPINE BONE SURFACES FROM ULTRASOUND DATA USING IMPROVED LOCAL PHASE TENSOR FILTER|['Ilker Hacihaliloglu', 'Purang Abolmaesumi']
Scaphoid fracture fixation: localization of bones through statistical model to ultrasound registration|['Ilker Hacihaliloglu', 'Purang Abolmaesumi']
